,评论ID,评论内容,用户情绪
10650,73143,简单,1.0
10651,73146,很棒的一个实验加油,1.0
10652,73149,du\nfdisk\nsudo apt-get   install,0.0
10653,73158,Python的缩进不得随意使用。,1.0
10654,73161,挺好,1.0
10655,73173,好玩,1.0
10656,73176,最后的作业啥意思没看懂,0.0
10657,73179,最后的作业啥意思没看懂,0.0
10658,73182,very good,1.0
10659,73188,还可以接受的教程,1.0
10660,73191,理论+实践相结合，学习效果杠杠滴！赞！！！,1.0
10661,73194,挺好,1.0
10662,73200,$sodu apt-get updata\n$sodu apt-get install sysvbanner\n$banner so easy,1.0
10663,73224,BUCUO,1.0
10664,73227,初次体验，蛮不错的,1.0
10665,73230,环境不错,1.0
10666,73233,这个平台很不错   能让人快速成长,0.0
10667,73242,如果有每个成功界面就更好了,0.0
10668,73326,挺有意思的！！！,1.0
10669,73329,good thing,1.0
10670,73332,一个有趣的实验,1.0
10671,73338,网络有点问题，刚推出的又进来了,0.0
10672,73344,很方便的学习环境，今天才知道实验楼，以后会常逛,1.0
10673,73347,有一个有趣的实验,1.0
10674,73350,有一个有趣的实验,1.0
10675,73353,一个有趣的实验,1.0
10676,73356,果然是神的编辑器,1.0
10677,73359,果然是神的编辑器,1.0
10678,73365,实验内容比较多，约一堂课的时间，一定要挤出来，用心学习,0.0
10679,73374,记不住，好多好难,1.0
10680,73380,"学习基本操作命令，cd touch ls 以及快捷键ctrl+c,ctrl+e,ctrl+a,ctrl+k.",1.0
10681,73389,"2017-8-4,早上10:30，打开试验环境困难。用时超过5分钟（非会员状态）",1.0
10682,73392,haojiandan,1.0
10683,73401,。。。,1.0
10684,73404,挺好的,1.0
10685,73416,不错，很好玩！,1.0
10686,73419,很好的平台，继续加油！！！前面基础先学，学完再加入会员！,1.0
10687,73422,ha,1.0
10688,73425,比较基础,1.0
10689,73428,9527,1.0
10690,73443,哈哈哈,1.0
10691,73458,本次实验了CSS的外部引用和继承关系,1.0
10692,73461,实验了CSS的派生选择器、id选择器、类选择器、属性选择器,1.0
10693,73464,很好，很基础；,1.0
10694,73470,好,1.0
10695,73473,还不错,1.0
10696,73512,很赞，,1.0
10697,73515,非常棒,1.0
10698,73518,great!!!!!!!,1.0
10699,73530,2333,1.0
10700,73536,蛮好的,1.0
10701,73548,挺不错的，后面继续,1.0
10702,73551,实验楼让人耳目一新!,1.0
10703,73554,很有收获，以前只知道几个命令，还是要系统的学习下，加油！！,0.0
10704,73566,HAOLEI,1.0
10705,73572,好，动手锻炼好,1.0
10706,73578,继续努力！,1.0
10707,73581,用sudo设置的文件是root用户组，loutest用户访问不了，只能定义为其他用户吗,0.0
10708,73584,学习到了很多,1.0
10709,73587,还是不错，就是vim操作起来怪怪的,1.0
10710,73590,谢谢！,1.0
10711,73599,日新，日日新。,1.0
10712,73602,第一次学习，感觉打开了新的大门,0.0
10713,73605,不错，是我想要的学习网址,1.0
10714,73608,"实验收获：\nlinux 下命令行实现python，适合学习\n（1）\n-》python  进入python程序书写模式\n-》ctrl+d 退出\n（2）-》python+xxx.py 执行程序\n（3）-》vim 进入vim虚拟机\n        #注释\n        '/""还有/的使用\n       exc+：wq+xxx.py将程序保存为xxx.py并退出\n（4）python下可以进行运算\n         数据类型有虚数，complex（0,1）=1j",1.0
10715,73611,似懂非懂的做完了 。,1.0
10716,73623,说得太简单了,0.0
10717,73626,很有收获,1.0
10718,73641,痕迹,1.0
10719,73656,好,1.0
10720,73659,"good,the environment is wonderful",0.0
10721,73665,算是基础课程吧,1.0
10722,73668,还不错！！！,1.0
10723,73680,I love shiyanlou,0.0
10724,73683,特别好的学习环境，感谢实验楼提供这么好的平台！,1.0
10725,73686,非常不错的干货,1.0
10726,73689,感觉实验楼很强大，极大的方便了我的学习。特别是环境配置太人性化了，我很喜欢。,1.0
10727,73692,感觉实验楼很强大，极大的方便了我的学习。特别是环境配置太人性化了，我很喜欢。,1.0
10728,73695,实验内容太少太简单,0.0
10729,73698,有那么点意思,0.0
10730,73701,有点意思,0.0
10731,73713,数据结构之前在课堂上没学好，导致编代码总是不知所以然，在这里我可以好好的重新学习下啊。,0.0
10732,73716,不错！！！,1.0
10733,73719,实用简单,1.0
10734,73722,我还没学完，有事跑出去下就没了 ~,0.0
10735,73725,第一次使用实验楼，感觉良好。,1.0
10736,73728,goof,1.0
10737,73731,试着步骤，做了一下实验，真的很爽,1.0
10738,73734,终于感觉git入门啦，谢谢实验楼,1.0
10739,73737,很棒,1.0
10740,73743,挺不错的。、好用,1.0
10741,73752,挺好玩,1.0
10742,73755,希望实验加量,1.0
10743,73758,多看吧,1.0
10744,73764,中间可以利用tree查看是否有该py文件，通过终端运行代码！,0.0
10745,73767,嗯...,1.0
10746,73770,实验文档有点难懂，感觉对初学者不是很友好，很多指令和命令的意义不明。,0.0
10747,73773,相见恨晚的赶脚,1.0
10748,73782,继续努力，加油gogogo,1.0
10749,73785,很有趣,1.0
10750,73800,nice style,1.0
10751,73809,感觉不错,1.0
10752,73812,import math\nmath.pi,0.0
10753,73818,以前书里看到过这一章，不是很理解，在实验楼输入一遍代码，再看原理，好像有点懂了,0.0
10754,73827,要多多努力,1.0
10755,73836,初入html，我要加油,1.0
10756,73845,挺好的,1.0
10757,73848,用Vim写代码的过程很有趣。,1.0
10758,73857,"中间建立外键的时候，忽略了一个问题，需要先建立一列，然后，对其加 constraint\n而且和版本有问题，本来是和primary key一样直接加了关键字，后来发现，需要先写cid int（10），然后constraint tmp_cid foreign key（cid）references course(cid),",1.0
10759,73866,"def printAllSuShu(n):\n    isSushu = 0 # 寄存判断状态\n    if n >= 2:\n        for x in range(2, n, 1):\n            for y in range(2, x/2+1, 1):\n                if (x % y == 0):\n                    isSushu = 1\n                    break\n            if (isSushu == 0):\n                print x\n            else:\n                isSushu = 0",1.0
10760,73878,想玩LINUX系统,0.0
10761,73881,很好的 体验,1.0
10762,73884,感觉还不错，只是没想到不是视频教程,1.0
10763,73887,不错。,1.0
10764,73890,非常基础,1.0
10765,73896,很新鲜！需要进一步体验！Very Good!,1.0
10766,73902,equal();与==\n一个是对象的引用判断（在没有String类、Data类、Integer类重写的情况下）一个是基本数据类型的判断,1.0
10767,73905,不会提示,0.0
10768,73914,一万年太久，只争朝夕,1.0
10769,73917,太简单了，没意义，基本就是其他书上超过过来的东西,0.0
10770,73920,有点累,1.0
10771,73923,按照步骤练习，在表单就不知道怎么修改了,0.0
10772,73926,厉害了,0.0
10773,73932,比较基础,1.0
10774,73935,很详细，希望自己能坚持下去！,1.0
10775,73938,没安装上,0.0
10776,73962,实验环境未能加载完成,1.0
10777,73968,感觉不错！继续加油！！,1.0
10778,73989,有意思,1.0
10779,73992,蛮好,1.0
10780,73995,不错,1.0
10781,74001,想继续学习,1.0
10782,74004,很实用,1.0
10783,74028,非常不错,1.0
10784,74034,........................................,1.0
10785,74037,.................................,1.0
10786,74043,有趣,1.0
10787,74046,慢慢学习，慢慢提高，自己给自己加油,1.0
10788,74049,没成功，下次再来,1.0
10789,74052,good,1.0
10790,74055,棒棒哒,1.0
10791,74061,Hello ShiYanLou,1.0
10792,74064,很好,1.0
10793,74070,挺不错的学习环境，感谢分享者,1.0
10794,74082,还没有学完,1.0
10795,74094,实验室真的很棒，让我可以根据实验文档，实际照着操作一遍，学习印象深刻，更容易掌握所学的知道。,0.0
10796,74097,挺好的,1.0
10797,74103,第一次用，感觉很好，再接再厉,1.0
10798,74118,操作性强，重在实践。,1.0
10799,74133,特别好！,1.0
10800,74142,很感谢有这个平台,1.0
10801,74151,第一次在虚拟机上见到Linux的操作界面，很兴奋，很感谢实验楼这个平台，很好的学习体验。,1.0
10802,74154,未能成功,1.0
10803,74166,完美体验,1.0
10804,74169,很有用,1.0
10805,74178,我还以为实验楼不会核对数据符不符合要求，害的我之前的数据全是自己编的，现在全部改一遍！QQ,0.0
10806,74181,好玩~,1.0
10807,74187,很棒的体验。,1.0
10808,74190,关于计算机语言知道的严重不足（看不懂）英语的词汇量不够，打字不够快不够精，有待提高！,0.0
10809,74193,"挺详细的,非常感谢",1.0
10810,74196,为什么还是不能安装,0.0
10811,74205,为什么没有Window系统的或者双系统的？不从事IT行业的。Linux没学过的。我想吃个蛋炒饭，还的把整个新东方买下来？,0.0
10812,74208,对于C语言有了一个大致的概念，编码的程序框架也清晰了，打字速度上还有待提高，加油把，羊!,0.0
10813,74220,实验环境太慢了。,1.0
10814,74235,2017年学习了go的第一节课和大家一起学习http://note.youdao.com/noteshare?id=a69aeba8d19b9fee3cb34c59d7227fbc,1.0
10815,74244,理解了Liunx的由来、发展历史,0.0
10816,74247,Linux命令sudo apt-get update\nsudo apt-get install sysvbanner,1.0
10817,74250,很棒的教程！,1.0
10818,74253,很棒！对不同算法有了感性认识。动过手和仅仅阅读真的是不一样。,0.0
10819,74256,web上居然可以远程linux 有意思,1.0
10820,74268,感觉还是棒棒哒，学习了很多东西。,0.0
10821,74271,不知道能不能学好,0.0
10822,74277,想做go的学习试验,1.0
10823,74283,有点眉目了,0.0
10824,74307,非常详细的教程，非常给力的实验环境,1.0
10825,74313,good,1.0
10826,74316,非常不错的网站 在线写代码学习 倍有成就感！,1.0
10827,74337,bucuo,1.0
10828,74340,一般般,1.0
10829,74343,感谢实验楼,1.0
10830,74349,好玩~,1.0
10831,74382,不错的学习工具！,1.0
10832,74388,虽然学得比较慢，一步步学习，也还是有进步的,0.0
10833,74400,明天继续学习,1.0
10834,74403,1,1.0
10835,74406,有趣,1.0
10836,74409,感觉自己算法没有学好，最长子序列都不会求,0.0
10837,74415,很好的学习网站,1.0
10838,74502,nice,1.0
10839,74508,实验楼，很好很强大！！！,1.0
10840,74511,CentOS版本,1.0
10841,74517,一口气学了很多，很好的感觉。,0.0
10842,74520,项目代码值得细细推敲，第一次用上了线性代数的知识,0.0
10843,74523,有点不明白，创建未启动的容器和原来的镜像有什么区别,0.0
10844,74526,内容适合初学者,1.0
10845,74529,热套二厅二,1.0
10846,74532,坚持吧,1.0
10847,74535,很好用,1.0
10848,74538,呵呵  代码敲得快，反而不能升楼。,0.0
10849,74541,哈哈，搞定,1.0
10850,74544,第一次接触，有点麻烦,0.0
10851,74553,wancheng,1.0
10852,74556,非常精彩  对于我这种小白来说  太棒了,0.0
10853,74559,很不错，自己继续努力,1.0
10854,74565,有点记不住命令了。,0.0
10855,74568,提交结果，一直验证不了，进度条走完了，结果还是没有出来，一直显示验证中，卡了好几分钟在那里,0.0
10856,74571,不容易，不容易,0.0
10857,74574,可以,1.0
10858,74604,很棒的课程~,1.0
10859,74607,下次继续,1.0
10860,74610,卡的根本无法操作，你叫我评论什么,0.0
10861,74613,请给普通用户保留一下简单的实验环境，比如各种源的安装。,0.0
10862,74628,看下消息，出来，这筐也会弹出来，这用户体验太糟糕了,0.0
10863,74631,非常方便的一个学习平台，容易理解，可以提醒休息一下，一下看了好多停都停不下来，有点小累。,1.0
10864,74643,实验楼太棒了,1.0
10865,74649,每天一点点学,1.0
10866,74652,卡主了，继续来,1.0
10867,74688,好,1.0
10868,74691,实验楼太棒了,1.0
10869,74697,非常有用的网站，边学边操作  便于记忆  值得推荐,1.0
10870,74700,实际操作不错,1.0
10871,74712,明天继续学习，教程不错，一步一个脚印,1.0
10872,74715,"en,不小心进去的",0.0
10873,74721,输出以d 开头的文件，提示没有 d* 匹配的命令行？,0.0
10874,74733,sudo corn -f & 启动任务计划服务（crontab）\n可以用grep查看任务计划服务是否起来   例如； ps aux |grep corn,1.0
10875,74742,BEGIN!,1.0
10876,74751,很简单的Helloworld,1.0
10877,74757,不会,1.0
10878,74772,很好的例子,1.0
10879,74775,第一次玩,1.0
10880,74778,"no mat, run task fail",0.0
10881,74781,这个教程略坑爹啊,0.0
10882,74784,还行,1.0
10883,74787,很好用，好好努力，争取成为一个编程高手。,1.0
10884,74790,挺好,1.0
10885,74793,边看边实践，效果果然不一样,0.0
10886,74799,描述清楚，易懂.Nice,1.0
10887,74802,实验楼成就我,1.0
10888,74805,I love shiyanlou!,0.0
10889,74808,实验机中有图片吗？,0.0
10890,74814,henhao,1.0
10891,74817,hao,1.0
10892,74835,非常棒的学习网页，三十二个赞呀,1.0
10893,74838,需要加sudo 另外要掌握chomd和chown的用法 权限等等  继续努力！,1.0
10894,74844,非常好的一个平台,1.0
10895,74847,很棒,1.0
10896,74898,很好的学习方式,1.0
10897,74931,不错,1.0
10898,74943,好的,1.0
10899,74946,很实用，学到了不少东西，下周继续学习,0.0
10900,74949,简单明了,1.0
10901,74958,aaaaaaaaaaaaa,1.0
10902,74961,模式非常好。,1.0
10903,74967,有些卡，环境内也没有解压软件，不会解压,0.0
10904,74973,还不错，下次再好好学习学习,1.0
10905,74976,很好,1.0
10906,74982,不错,1.0
10907,74985,好，不错,1.0
10908,74994,好,1.0
10909,74997,好,1.0
10910,75000,不错，很贴近真实环境,1.0
10911,75006,LOW,1.0
10912,75009,不错,1.0
10913,75012,脑子晕乎乎的……,0.0
10914,75015,我是入门小白，表示可以看懂,0.0
10915,75021,实验无法提交，还有有时终端无法点击，需要关闭重新进入,0.0
10916,75024,第一次参加实验楼吧，慢慢来，希望能从基础开始！,1.0
10917,75027,感觉还不错,1.0
10918,75033,还是有些搞不懂的地方,0.0
10919,75036,讲得还是简单了,0.0
10920,75042,五分钟过去了还在分配服务器,1.0
10921,75048,这个代码有问题，只要field中有大于等于32，必定判定为win,0.0
10922,75057,sad,1.0
10923,75060,个人觉得这个平台是最好的,0.0
10924,75063,愈来愈有趣,1.0
10925,75069,蛮好玩的,1.0
10926,75072,嗯，不错，之前一直想开干github，这下熟悉了,1.0
10927,75075,新手学习中，对实验楼慢慢熟悉,0.0
10928,75084,入门,1.0
10929,75090,实验楼的课程很棒，就是linux虚拟机操作起来感觉没有物理机反应灵敏，而且不能全屏,0.0
10930,75093,设计得真棒！感谢！,1.0
10931,75096,嘿,1.0
10932,75099,the first time,0.0
10933,75102,实践更让人理解,1.0
10934,75108,还行，不过不够全面,1.0
10935,75111,牛逼,1.0
10936,75114,一万年太久 只争朝夕,1.0
10937,75117,好平台,1.0
10938,75123,嗯，不错,1.0
10939,75135,努力学习,1.0
10940,75141,面白い,1.0
10941,75144,"管道讲解不细致，用到的知识点没有详细的说明，初学者对于这样的语法“>&2, >&1”一头雾水",1.0
10942,75147,很有趣哦,1.0
10943,75150,比较基础,1.0
10944,75159,不错，正在努力学习linux,1.0
10945,75162,学习棒棒哒,1.0
10946,75165,为什后台验证失败，不报失败原因,0.0
10947,75171,好平台,1.0
10948,75174,好平台,1.0
10949,75177,很基础的教程，可以给一个对flask大概的轮廓，结合官方教程效果更佳哦,1.0
10950,75180,好平台,1.0
10951,75186,很详细,1.0
10952,75189,挺好,1.0
10953,75192,挺好,1.0
10954,75195,没有权限怎么回事,0.0
10955,75237,关于进程组残留问题：\n  > 如果有一个子进程被创建会自动加入父进程的进程组中？init作为祖先进程，是否为该进程组领导者，为什么不是只有一个进程组？\n  > 进程组中的领导者进程可随时结束，进程组继续以此PGID存在；如果领导者再次以一个进程组的领导者出现，是否会有两个相同PGID的进程组存在呢？,1.0
10956,75252,那个如何设置日期格式这里确实卡住了好一段时间，要额外查资料，呵呵,0.0
10957,75255,很好的学习环境，但是网络不好有点卡,1.0
10958,75279,很好,1.0
10959,75282,很好,1.0
10960,75294,很好的平台,1.0
10961,75297,感觉很好,1.0
10962,75300,Sounds good,1.0
10963,75309,文科学生入门难啊,1.0
10964,75312,第一个用实验室，环境很给力,1.0
10965,75321,没看太懂...,0.0
10966,75327,很烂,1.0
10967,75333,im.convert('RGB') 必要ですね。,0.0
10968,75360,haenhao,1.0
10969,75366,早点看到这个就好了。。。,0.0
10970,75372,"非常好,真的非常好,在这之前我没想到我会真的学会这玩意,经过75分钟的学习和思考终于搞懂了",1.0
10971,75375,...,1.0
10972,75378,只能泡泡环境这次,1.0
10973,75384,just begin for the experiment,0.0
10974,75387,验证试验结果太垃圾，明明可以得出结果的，就是不过，我表示很无奈。。。,0.0
10975,75396,嗯嗯，谢谢给予一个机会,1.0
10976,75423,找回对编码的热爱！找回初心（：,0.0
10977,75444,试验简单实用，还能深入理解,1.0
10978,75450,"学习了，加深理解了github的add,diff,pull from local host issue",0.0
10979,75459,Good to know that,0.0
10980,75462,洗澡去了，等会继续码代码，不错，实验楼,1.0
10981,75468,一个有趣的实验，一次愉快的思考过程,0.0
10982,75471,后面的作业十分有趣 专业没有选错哈哈,0.0
10983,75474,很好,1.0
10984,75480,好久没来了,0.0
10985,75489,赞,1.0
10986,75504,有一个有趣的实验,1.0
10987,75510,继续努力。,1.0
10988,75513,好,1.0
10989,75519,挑战成功了，为什么交作业时提示失败呢？？！,0.0
10990,75522,"之前错过了OC,再也不能错过你(swift)",0.0
10991,75528,没搞懂，代码也没实现,0.0
10992,75531,简单直观，避免初学时陷入到安装系统的麻烦中。,0.0
10993,75540,好,1.0
10994,75552,这个实验还不错,1.0
10995,75576,just run and test the code for this lesson,1.0
10996,75579,体验不错！,1.0
10997,75585,入门还是挺不错的,1.0
10998,75588,哈哈 快乐的小黄人哇咔咔（：,1.0
10999,75594,挺不错的,1.0
11000,75600,比较贴合应用实际，还不错,1.0
11001,75603,作为基础学一学，学完再去应用加深学习,1.0
11002,75606,额。第一步就失败了。,1.0
11003,75609,中途有事，再续！,1.0
11004,75615,OK,1.0
11005,75618,数据挖掘实验对于新手的难度在于数据的准备和处理，算法相对来说还比较容易理解，这个实验对于新手的实验入门帮助非常大,1.0
11006,75621,哈哈哈为什么有效学习时间这么短2333喝水玩手机,0.0
11007,75624,很不错,1.0
11008,75627,i am  fine,0.0
11009,75633,just finish the experiment,0.0
11010,75636,很厉害的样子,1.0
11011,75639,非常好的教程 非常好的实验楼 本来打算用两周时间学习一下laravel  实验楼 将时间缩短至两天 非常感谢,1.0
11012,75642,比较浅显易懂,1.0
11013,75648,很easy嘛,1.0
11014,75654,指导很详细，展示了基础的操作，相关知识有待进一步学习。,0.0
11015,75669,还是没有学会发布任务,0.0
11016,75711,感觉挺好，但是还是有一些不流畅，这个环境是不是我们通过网络直接访问它的服务器的，其环境其搭建在它的PC上的,1.0
11017,75714,说实话 我的效率很底下  很惭愧,1.0
11018,75717,基本注入类型判断：\n字符型注入‘1’=‘1\n数字型注入  1= 1,1.0
11019,75720,挺好,1.0
11020,75723,实验最后有个实验提纲，这样思路会清晰一点。要不做完没什么印象啊。,0.0
11021,75726,实验最后有个实验提纲，这样思路会清晰一点。要不做完没什么印象啊。,0.0
11022,75729,这个不错  厉害了,0.0
11023,75732,很有趣,1.0
11024,75747,666，没得说,1.0
11025,75750,挺强大的，比慕课网的使用感觉好...,1.0
11026,75753,好,1.0
11027,75756,好,1.0
11028,75759,每天敲敲代码，有益身心健康,1.0
11029,75777,学到了用终端运行python,0.0
11030,75792,挺不错的，比较详细的了解数字型注入和字符型注入的具体步骤,1.0
11031,75807,数据可视化非常有用,1.0
11032,75810,加油，，，，,1.0
11033,75816,字体好小，看不清楚,1.0
11034,75819,努力,1.0
11035,75822,hehe,1.0
11036,75825,棒，继续练习,1.0
11037,75828,好爽！,1.0
11038,75831,不错哦,1.0
11039,75834,满满的知识点，很详细,1.0
11040,75846,整体体验不错，就是偶尔会有卡顿的现象。,1.0
11041,75849,find、chown、chmod这三个命令蛮有用的,1.0
11042,75852,好好好,1.0
11043,75864,HTML 前两张可以合并到一起 这样信息量稍微大一点,1.0
11044,75867,坚持,1.0
11045,75870,上手容易，很有趣味感，是一门很好的课程！,1.0
11046,75873,学习到了,1.0
11047,75876,本地搭建环境，,1.0
11048,75879,有意思。,1.0
11049,75882,继续,1.0
11050,75885,很新鲜，很强大的教学环境。要是有语音配套就更棒了。,1.0
11051,75888,后面的不会啊\n有点诡异,0.0
11052,75894,写得非常好，值得学习,1.0
11053,75897,继续,1.0
11054,75900,feel good,1.0
11055,75906,还可以,1.0
11056,75909,还行，开始理解的用户组的概念以及关于权限的基本操作,0.0
11057,75912,好久好久都没进得去,0.0
11058,75918,感觉不错，建议实验时间增加到2小时,1.0
11059,75930,很是可以,1.0
11060,75939,linux find命令,1.0
11061,75942,ip,1.0
11062,75951,挺好,1.0
11063,75954,继续,1.0
11064,75957,找不到sources.list(没有),0.0
11065,75963,对于我来说还算比较简单吧,1.0
11066,75990,学习到一个指令能直接编译和链接工程文件→gcc -o 1-1 1-1.c←1-1是编译后的可执行文件，可执行文件没有后缀名，只是文件类型是可执行的，后面的1-1.c是你创建的文件，，，执行时输入→./1-1←即可,1.0
11067,75993,这个巩固了我之前学习的新指令,0.0
11068,75999,不想说话  累,0.0
11069,76011,挺好的，浪费了半年，之前没发现,0.0
11070,76014,非常有帮助。,1.0
11071,76020,学习了Linux的一些简单命令,0.0
11072,76026,还是C语言先入门好,1.0
11073,76029,不错谢谢,1.0
11074,76035,原来这个是警告，我一直以为是错误，就是不能执行，原来可以执行啊，，，长知识了,0.0
11075,76038,逗叫我王二狗（：,1.0
11076,76041,了解了一些Linux的基本知识和概念,0.0
11077,76044,为什么要这么做还是不明白 操作没问题,0.0
11078,76050,作业没做出来，好尴尬,1.0
11079,76065,不错,1.0
11080,76071,环境稍微有点卡，总体体验还不错。,1.0
11081,76074,逗叫我王二狗（：,1.0
11082,76116,言简意赅，十分有帮助,1.0
11083,76122,刚开始是挺容易，但越走越难。,0.0
11084,76128,一个有趣的实验,1.0
11085,76131,有一个有趣的实验，今天linu基础入门暂时到此为止,0.0
11086,76134,学习了一下历史,1.0
11087,76143,goooood,1.0
11088,76149,实验楼的第一步，后面的路还很长，要坚持下去,1.0
11089,76152,怎么总是显示没有文件？？？然而我按照前面教程一步一步来，也是同样显示如此。（～～～～）,1.0
11090,76158,verygood,1.0
11091,76164,有些表述不是很详细,0.0
11092,76173,感觉；理解还有一些问题,0.0
11093,76176,呦西,1.0
11094,76179,感觉；理解还有一些问题,0.0
11095,76185,有意思,1.0
11096,76188,加油加油加油！！！！！,0.0
11097,76191,我还没准备好,1.0
11098,76194,不错，很赞,1.0
11099,76197,逗叫我王二狗（：,1.0
11100,76203,逗叫我王二狗（：,1.0
11101,76206,逗叫我王二狗：）,1.0
11102,76212,逗叫我王二 狗：）,1.0
11103,76230,这个实验并没有实际动手操作的指导内容啊？,0.0
11104,76233,mmmmmmmmmmmmmmmmmmmmm,1.0
11105,76257,直观，易懂,1.0
11106,76263,好好好好好,1.0
11107,76266,keepalived 切换失败。,1.0
11108,76269,很有趣的实验,1.0
11109,76293,搞不懂,1.0
11110,76296,嗯哼不错,1.0
11111,76302,嗯嗯  挺好的,0.0
11112,76305,看不懂怎么实验。。。。,0.0
11113,76308,讲解很详细，学习效果很好，明天继续,1.0
11114,76317,下次继续,1.0
11115,76323,很有趣,1.0
11116,76326,上手学得快多了，给实验环境好评！！,1.0
11117,76335,很好的一个平台！谢谢！,1.0
11118,76344,实验环境非常棒，如果可以提供挑战解答答案就更好了,1.0
11119,76347,一半时间在玩手机,0.0
11120,76353,感觉实验环境很好，先过来逛逛，等有时间了好好研究下,1.0
11121,76359,"session与cookie的区别 session文件储存在服务器端，而cookie储,存在本地文件，cookie不安全明文数据,session储存在服务器端不可查。",1.0
11122,76362,很好,1.0
11123,76368,不错，适合入门,1.0
11124,76374,实验没有想像中的那么成功，还要努力,0.0
11125,76386,linux果然效率很高,1.0
11126,76389,linux果然效率很高,1.0
11127,76425,用户体验太差了，十几分钟，实验环境竟然没出来，显示黑屏,0.0
11128,76431,章尾的小挑战还是挺有意思的，难度适中。挺好挺好,1.0
11129,76437,不错的地方，考虑 充个会员，玩这个纯属个人爱好呀,1.0
11130,76455,怎么连不上服务器，付费了啊,0.0
11131,76461,加油加油,1.0
11132,76464,实现环境浏览器不能上网，不法继续按步骤操作下去,0.0
11133,76473,还可以 不算难,1.0
11134,76476,一切源于专注，加油！,1.0
11135,76482,环境很好，第一次在终端上运行python，很有收获,1.0
11136,76494,nice,1.0
11137,76524,自己摸索着学习中，还要努力,1.0
11138,76527,START ......,1.0
11139,76539,还可以这个课程，前期比较简单，但把一些规则搞懂了也好。,0.0
11140,76545,帮我打开了一种新的学习方式,0.0
11141,76548,这个很不错，以后有的学习了,1.0
11142,76551,检查了好几次，都说是超时，什么意思啊。,0.0
11143,76557,下周继续，很感谢分享的老师，讲解详细，学习起来很流畅,1.0
11144,76569,原来如此,1.0
11145,76572,很好用的实验楼 非常喜欢,1.0
11146,76575,一步一步的教导如何去做，挺好,1.0
11147,76581,hao,1.0
11148,76584,不错,1.0
11149,76590,很好的一门初级课程，即使基础薄弱的初学者也可以领悟到其精髓，有些内容考虑到难度设置没有细讲但是也能大致猜到其内涵，我没用过linux也没接触过sql注入但也收获满满，很高兴能做这样一个实验！,1.0
11150,76596,加油,1.0
11151,76608,打卡1,1.0
11152,76611,一个干货满满满到溢出的实验,1.0
11153,76614,嗯，平台不错,1.0
11154,76617,简单了解TCP/IP基础知识,1.0
11155,76629,不错  实验系统很有创意,0.0
11156,76635,上手快，不错,1.0
11157,76641,很不错的学习方法,1.0
11158,76647,得先去mooc学这门课程,1.0
11159,76650,实验楼果然强,1.0
11160,76653,新接触的网上教学模式 很喜欢,1.0
11161,76659,讲的还不错，继续学习下去吧,1.0
11162,76662,很不错~,1.0
11163,76665,非常棒的实验，感谢实验楼,1.0
11164,76668,Looks fine,1.0
11165,76671,很不错的学习方法,1.0
11166,76674,不错,1.0
11167,76677,Second Try,1.0
11168,76695,不错,1.0
11169,76698,Good,1.0
11170,76701,怎么看不到桌面,0.0
11171,76704,666,1.0
11172,76710,临时中断，一会再来,1.0
11173,76713,grep '[[:digit:]]' data2 > num\ngrep '.*@' >mail,1.0
11174,76716,github链接不上 自己创建数据库和表操作，，，,1.0
11175,76719,学习了不少 需要再看几次 才能记住,1.0
11176,76722,加油,1.0
11177,76725,最后一题用scanf是什么意思，半径和高不是都给了吗？,0.0
11178,76728,good,1.0
11179,76734,cool,1.0
11180,76737,挺棒,1.0
11181,76746,thanks,1.0
11182,76755,linux系统下没有外网，建议添加外网,0.0
11183,76767,特别好 这个网站一边学习一边实现,1.0
11184,76770,回头再来哦,1.0
11185,76776,检测不出来,0.0
11186,76779,不错,1.0
11187,76782,还是要在平时使用中多加练习才能记住,0.0
11188,76791,初体验不错，我会继续在实验楼里探索,1.0
11189,76794,good,1.0
11190,76797,把html的只是复习了一遍~,0.0
11191,76800,嘻嘻，啦啦啦啦啦啦可以。,1.0
11192,76803,终端环境体验很差劲，还都是中文字符。另外好多命令像find，支持的也不是很完善,1.0
11193,76806,终端环境体验很差劲，还都是中文字符。另外好多命令像find，支持的也不是很完善,1.0
11194,76809,跟着学比较简单，但主要还是要多想多练,0.0
11195,76812,很不错哦,1.0
11196,76815,挺好,1.0
11197,76818,第一次使用，感觉不错，希望这里学会python,1.0
11198,76821,good,1.0
11199,76824,有趣,1.0
11200,76827,吾孙，小胡子,1.0
11201,76830,吾孙，小胡子,1.0
11202,76833,断断续续好多次，终于做完了这一次实验，一次有趣的经历,0.0
11203,76836,挺好的学习平台,1.0
11204,76854,一个有趣的挑战,1.0
11205,76857,非常有趣,1.0
11206,76860,刚上完第一节课，好像没啥感觉。因为基本的语法命令其实都不是很明白是什么意思。,0.0
11207,76863,挺好的,1.0
11208,76869,最后的课后题还是挺有意思的。,0.0
11209,76881,这个平台真的很好，有这个平台简直太棒了，真的很后悔现在才遇到这个平台，现在已经大学毕业,1.0
11210,76890,正常完成,1.0
11211,76896,实验是可以的但是表里没有数据呀,0.0
11212,76908,人,1.0
11213,76911,很好,1.0
11214,76914,开始,1.0
11215,76917,会了,0.0
11216,76923,"不错,挺好的",1.0
11217,76926,一个有趣的开始,0.0
11218,76929,一个有趣的实验,1.0
11219,76932,这题不会做,1.0
11220,76935,很棒,1.0
11221,76944,特别棒,1.0
